movie_id,genre_id
tt0116996,gd0000008
tt0319061,gd0000005
tt0319061,gd0000006
tt0319061,gd0000009
tt0050783,gd0000006
tt0118749,gd0000006
tt0340855,gd0000016
tt0340855,gd0000013
tt0340855,gd0000006
tt0046912,gd0000013
tt0046912,gd0000021
tt0046912,gd0000002
tt2262227,gd0000019
tt2262227,gd0000005
tt2262227,gd0000003
tt0107362,gd0000001
tt0107362,gd0000005
tt0107362,gd0000003
tt0369436,gd0000003
tt0369436,gd0000006
tt0369436,gd0000004
tt1673434,gd0000005
tt1673434,gd0000006
tt1673434,gd0000009
tt0469494,gd0000006
tt0469494,gd0000017
tt5247022,gd0000003
tt5247022,gd0000006
tt5247022,gd0000004
tt2089750,gd0000003
tt0087544,gd0000019
tt0087544,gd0000005
tt0087544,gd0000009
tt1663662,gd0000001
tt1663662,gd0000005
tt1663662,gd0000008
tt0109045,gd0000003
tt0109045,gd0000018
tt0418832,gd0000006
tt0418832,gd0000004
tt1860357,gd0000001
tt1860357,gd0000006
tt1860357,gd0000002
tt0389860,gd0000003
tt0389860,gd0000006
tt0389860,gd0000009
tt0184858,gd0000001
tt0184858,gd0000005
tt0184858,gd0000013
tt0104990,gd0000006
tt0104990,gd0000010
tt0104990,gd0000017
tt2042568,gd0000006
tt2042568,gd0000018
tt0241527,gd0000005
tt0241527,gd0000010
tt0241527,gd0000009
tt0285742,gd0000006
tt0285742,gd0000004
tt1496422,gd0000006
tt1496422,gd0000002
tt0120744,gd0000001
tt0120744,gd0000005
tt1840309,gd0000005
tt1840309,gd0000015
tt1840309,gd0000008
tt0119396,gd0000013
tt0119396,gd0000006
tt0119396,gd0000002
tt0988045,gd0000001
tt0988045,gd0000005
tt0988045,gd0000013
tt0253867,gd0000003
tt0253867,gd0000004
tt0130236,gd0000001
tt0130236,gd0000013
tt0130236,gd0000002
tt0138704,gd0000006
tt0138704,gd0000012
tt0138704,gd0000015
tt2543472,gd0000006
tt2543472,gd0000010
tt0102057,gd0000005
tt0102057,gd0000003
tt0102057,gd0000010
tt2239822,gd0000001
tt2239822,gd0000005
tt2239822,gd0000009
tt0398808,gd0000005
tt0398808,gd0000006
tt0398808,gd0000010
tt1172570,gd0000001
tt1172570,gd0000016
tt1172570,gd0000013
tt0416449,gd0000001
tt0416449,gd0000009
tt0187078,gd0000001
tt0187078,gd0000013
tt0187078,gd0000002
tt0114614,gd0000001
tt0114614,gd0000003
tt0114614,gd0000008
tt0264796,gd0000006
tt0210945,gd0000016
tt0210945,gd0000006
tt0210945,gd0000011
tt0277296,gd0000001
tt0277296,gd0000005
tt0277296,gd0000009
tt0122151,gd0000001
tt0122151,gd0000013
tt0122151,gd0000002
tt0125439,gd0000003
tt0125439,gd0000006
tt0125439,gd0000004
tt0060107,gd0000016
tt0060107,gd0000006
tt0060107,gd0000017
tt0119643,gd0000006
tt0119643,gd0000009
tt0119643,gd0000004
tt0120623,gd0000019
tt0120623,gd0000005
tt0120623,gd0000003
tt0086879,gd0000016
tt0086879,gd0000006
tt0086879,gd0000017
tt0119683,gd0000013
tt0119683,gd0000006
tt0119683,gd0000017
tt0298203,gd0000006
tt0298203,gd0000018
tt0268380,gd0000019
tt0268380,gd0000005
tt0268380,gd0000003
tt5867800,gd0000006
tt0183505,gd0000003
tt0277027,gd0000006
tt3631112,gd0000013
tt3631112,gd0000006
tt3631112,gd0000015
tt0120611,gd0000001
tt0120611,gd0000012
tt0181865,gd0000013
tt0181865,gd0000006
tt0181865,gd0000002
tt0414993,gd0000006
tt0414993,gd0000008
tt0103112,gd0000001
tt0103112,gd0000006
tt0103112,gd0000002
tt1490017,gd0000019
tt1490017,gd0000001
tt1490017,gd0000005
tt4061010,gd0000002
tt0106611,gd0000005
tt0106611,gd0000003
tt0106611,gd0000010
tt1386697,gd0000001
tt1386697,gd0000005
tt1386697,gd0000009
tt1748122,gd0000005
tt1748122,gd0000003
tt1748122,gd0000006
tt0758746,gd0000012
tt0119256,gd0000013
tt0119256,gd0000006
tt2322441,gd0000006
tt2322441,gd0000004
tt2322441,gd0000002
tt0117571,gd0000012
tt0117571,gd0000015
tt0120577,gd0000006
tt0120577,gd0000018
tt0116282,gd0000013
tt0116282,gd0000006
tt0116282,gd0000002
tt1798603,gd0000003
tt1798603,gd0000013
tt1798603,gd0000006
tt0104348,gd0000013
tt0104348,gd0000006
tt0104348,gd0000015
tt2872718,gd0000013
tt2872718,gd0000006
tt2872718,gd0000002
tt0070735,gd0000003
tt0070735,gd0000013
tt0070735,gd0000006
tt2713180,gd0000001
tt2713180,gd0000006
tt2713180,gd0000014
tt1872181,gd0000001
tt1872181,gd0000005
tt1872181,gd0000008
tt0104454,gd0000006
tt0104454,gd0000004
tt2015381,gd0000001
tt2015381,gd0000005
tt2015381,gd0000008
tt1649419,gd0000006
tt1649419,gd0000002
tt0388795,gd0000006
tt0388795,gd0000004
tt0120586,gd0000013
tt0120586,gd0000006
tt0046911,gd0000013
tt0046911,gd0000006
tt0046911,gd0000012
tt0099674,gd0000013
tt0099674,gd0000006
tt1077368,gd0000003
tt1077368,gd0000009
tt1077368,gd0000012
tt0335266,gd0000006
tt0118715,gd0000003
tt0118715,gd0000013
tt0314331,gd0000003
tt0314331,gd0000006
tt0314331,gd0000004
tt1936532,gd0000013
tt1936532,gd0000006
tt1936532,gd0000015
tt0170016,gd0000003
tt0170016,gd0000010
tt0170016,gd0000009
tt1601913,gd0000001
tt1601913,gd0000005
tt1601913,gd0000006
tt2140479,gd0000001
tt2140479,gd0000013
tt2140479,gd0000006
tt1583421,gd0000001
tt1583421,gd0000005
tt1583421,gd0000008
tt0212985,gd0000013
tt0212985,gd0000006
tt0212985,gd0000002
tt0356150,gd0000003
tt3289956,gd0000012
tt3289956,gd0000015
tt3289956,gd0000002
tt0119217,gd0000006
tt0395699,gd0000001
tt0395699,gd0000003
tt0395699,gd0000006
tt0104694,gd0000003
tt0104694,gd0000006
tt0104694,gd0000010
tt0357413,gd0000003
tt0304669,gd0000003
tt0304669,gd0000010
tt0304669,gd0000009
tt2338151,gd0000003
tt2338151,gd0000006
tt2338151,gd0000008
tt0118799,gd0000003
tt0118799,gd0000006
tt0118799,gd0000014
tt0364845,gd0000001
tt0364845,gd0000003
tt0364845,gd0000013
tt0109279,gd0000005
tt0109279,gd0000006
tt0109279,gd0000010
tt3521126,gd0000016
tt3521126,gd0000003
tt3521126,gd0000006
tt1596363,gd0000016
tt1596363,gd0000003
tt1596363,gd0000006
tt0322259,gd0000001
tt0322259,gd0000013
tt0322259,gd0000002
tt2194499,gd0000003
tt2194499,gd0000006
tt2194499,gd0000009
tt1735898,gd0000001
tt1735898,gd0000005
tt1735898,gd0000006
tt3079380,gd0000001
tt3079380,gd0000003
tt3079380,gd0000013
tt0482606,gd0000012
tt0482606,gd0000015
tt0482606,gd0000002
tt2397535,gd0000006
tt2397535,gd0000015
tt2397535,gd0000008
tt2245084,gd0000019
tt2245084,gd0000001
tt2245084,gd0000005
tt1074638,gd0000001
tt1074638,gd0000005
tt1074638,gd0000002
tt0041959,gd0000021
tt0041959,gd0000015
tt0041959,gd0000002
tt0405508,gd0000003
tt0405508,gd0000006
tt0405508,gd0000017
tt0411477,gd0000001
tt0411477,gd0000005
tt0411477,gd0000009
tt1758810,gd0000013
tt1758810,gd0000006
tt1758810,gd0000012
tt0114898,gd0000001
tt0114898,gd0000005
tt0114898,gd0000008
tt0257106,gd0000003
tt0115571,gd0000008
tt0115571,gd0000002
tt1130884,gd0000015
tt1130884,gd0000002
tt2226597,gd0000001
tt2226597,gd0000005
tt2226597,gd0000006
tt0150377,gd0000013
tt0150377,gd0000006
tt0150377,gd0000015
tt0451279,gd0000001
tt0451279,gd0000005
tt0451279,gd0000009
tt0146336,gd0000012
tt0146336,gd0000015
tt2395427,gd0000001
tt2395427,gd0000005
tt2395427,gd0000008
tt0110912,gd0000013
tt0110912,gd0000006
tt0106519,gd0000013
tt0106519,gd0000006
tt0106519,gd0000002
tt0101316,gd0000016
tt0101316,gd0000006
tt0101316,gd0000004
tt0099653,gd0000006
tt0099653,gd0000009
tt0099653,gd0000004
tt5109784,gd0000006
tt5109784,gd0000012
tt5109784,gd0000015
tt0800369,gd0000001
tt0800369,gd0000005
tt0800369,gd0000009
tt0099348,gd0000005
tt0099348,gd0000006
tt0099348,gd0000007
tt0110729,gd0000013
tt0110729,gd0000006
tt0892769,gd0000019
tt0892769,gd0000005
tt0892769,gd0000003
tt2024544,gd0000016
tt2024544,gd0000006
tt2024544,gd0000017
tt0118655,gd0000005
tt0118655,gd0000003
tt0117705,gd0000019
tt0117705,gd0000005
tt0117705,gd0000003
tt0209958,gd0000012
tt0209958,gd0000008
tt0209958,gd0000002
tt0113321,gd0000003
tt0113321,gd0000006
tt0113321,gd0000004
tt0111756,gd0000005
tt0111756,gd0000016
tt0111756,gd0000013
tt1255953,gd0000006
tt1255953,gd0000015
tt1255953,gd0000014
tt0307987,gd0000003
tt0307987,gd0000013
tt0307987,gd0000006
tt0330793,gd0000001
tt0330793,gd0000005
tt0330793,gd0000013
tt0384537,gd0000005
tt0384537,gd0000012
tt0384537,gd0000015
tt1219289,gd0000015
tt1219289,gd0000008
tt1219289,gd0000002
tt0050986,gd0000006
tt0050986,gd0000004
tt0432283,gd0000019
tt0432283,gd0000005
tt0432283,gd0000003
tt0084787,gd0000012
tt0084787,gd0000015
tt0084787,gd0000008
tt0436697,gd0000016
tt0436697,gd0000006
tt0175880,gd0000006
tt0107688,gd0000019
tt0107688,gd0000010
tt0107688,gd0000009
tt1631867,gd0000001
tt1631867,gd0000005
tt1631867,gd0000008
tt0486583,gd0000003
tt0486583,gd0000010
tt0486583,gd0000009
tt1401143,gd0000005
tt1401143,gd0000009
tt1401143,gd0000012
tt0478304,gd0000006
tt0478304,gd0000009
tt0485947,gd0000006
tt0485947,gd0000009
tt0485947,gd0000004
tt1386588,gd0000001
tt1386588,gd0000003
tt1386588,gd0000013
tt0099566,gd0000006
tt0099566,gd0000002
tt0100150,gd0000013
tt0100150,gd0000006
tt0100150,gd0000002
tt0103786,gd0000003
tt0103786,gd0000006
tt0103786,gd0000010
tt0119313,gd0000006
tt0119313,gd0000004
tt0102975,gd0000001
tt0102975,gd0000005
tt0102975,gd0000008
tt1724970,gd0000001
tt1724970,gd0000005
tt1724970,gd0000012
tt0832266,gd0000003
tt0832266,gd0000006
tt0832266,gd0000004
tt1485796,gd0000016
tt1485796,gd0000006
tt1485796,gd0000020
tt0117665,gd0000013
tt0117665,gd0000006
tt0117665,gd0000002
tt0088763,gd0000005
tt0088763,gd0000003
tt0088763,gd0000008
tt0266697,gd0000001
tt0266697,gd0000013
tt0266697,gd0000002
tt0104545,gd0000003
tt0104545,gd0000006
tt0104545,gd0000004
tt0031679,gd0000003
tt0031679,gd0000006
tt0111257,gd0000001
tt0111257,gd0000005
tt0111257,gd0000013
tt0866439,gd0000003
tt0866439,gd0000004
tt0964517,gd0000016
tt0964517,gd0000006
tt0964517,gd0000011
tt1375670,gd0000003
tt1637688,gd0000001
tt1637688,gd0000008
tt1637688,gd0000002
tt0044741,gd0000006
tt0101757,gd0000003
tt0762121,gd0000006
tt0762121,gd0000010
tt0762121,gd0000017
tt0983193,gd0000019
tt0983193,gd0000001
tt0983193,gd0000005
tt0196229,gd0000003
tt1670345,gd0000013
tt1670345,gd0000015
tt1670345,gd0000002
tt0454848,gd0000013
tt0454848,gd0000006
tt0454848,gd0000015
tt1528854,gd0000003
tt1528854,gd0000010
tt0134119,gd0000013
tt0134119,gd0000006
tt0134119,gd0000002
tt0452046,gd0000013
tt0452046,gd0000006
tt0452046,gd0000015
tt0478311,gd0000003
tt0478311,gd0000004
tt0120382,gd0000003
tt0120382,gd0000006
tt0120382,gd0000008
tt0106697,gd0000001
tt0106697,gd0000013
tt0106697,gd0000008
tt2820852,gd0000001
tt2820852,gd0000013
tt2820852,gd0000002
tt0109635,gd0000006
tt0109635,gd0000002
tt0144117,gd0000001
tt0144117,gd0000013
tt0144117,gd0000002
tt2802144,gd0000001
tt2802144,gd0000005
tt2802144,gd0000003
tt0332280,gd0000006
tt0332280,gd0000004
tt0795421,gd0000003
tt0795421,gd0000010
tt0795421,gd0000020
tt2305051,gd0000005
tt2305051,gd0000016
tt2305051,gd0000006
tt1853728,gd0000006
tt1853728,gd0000007
tt0110168,gd0000003
tt0110168,gd0000010
tt0119094,gd0000001
tt0119094,gd0000013
tt0119094,gd0000008
tt0155753,gd0000003
tt0155753,gd0000010
tt1282140,gd0000003
tt1282140,gd0000006
tt1282140,gd0000004
tt1267297,gd0000001
tt1267297,gd0000005
tt0022100,gd0000013
tt0022100,gd0000006
tt0022100,gd0000015
tt5311514,gd0000019
tt5311514,gd0000006
tt5311514,gd0000009
tt0112462,gd0000001
tt0112462,gd0000005
tt0112462,gd0000009
tt1800241,gd0000013
tt1800241,gd0000006
tt0213149,gd0000001
tt0213149,gd0000006
tt0213149,gd0000017
tt0203259,gd0000013
tt0203259,gd0000006
tt0203259,gd0000015
tt5715874,gd0000006
tt5715874,gd0000012
tt5715874,gd0000015
tt0078748,gd0000012
tt0078748,gd0000008
tt3890160,gd0000001
tt3890160,gd0000013
tt3890160,gd0000018
tt0116191,gd0000003
tt0116191,gd0000006
tt0116191,gd0000004
tt0293815,gd0000003
tt0293815,gd0000006
tt4263482,gd0000012
tt4263482,gd0000015
tt0052311,gd0000013
tt0052311,gd0000006
tt0052311,gd0000021
tt0107290,gd0000005
tt0107290,gd0000008
tt0107290,gd0000002
tt0100758,gd0000001
tt0100758,gd0000005
tt0100758,gd0000003
tt0133751,gd0000012
tt0133751,gd0000008
tt1661199,gd0000006
tt1661199,gd0000010
tt1661199,gd0000009
tt0096283,gd0000019
tt0096283,gd0000010
tt0096283,gd0000009
tt0119081,gd0000012
tt0119081,gd0000008
tt0119081,gd0000002
tt0100802,gd0000001
tt0100802,gd0000008
tt0100802,gd0000002
tt0187393,gd0000001
tt0187393,gd0000006
tt0187393,gd0000017
tt0108358,gd0000001
tt0108358,gd0000016
tt0108358,gd0000006
tt0076759,gd0000001
tt0076759,gd0000005
tt0076759,gd0000009
tt0186151,gd0000013
tt0186151,gd0000006
tt0186151,gd0000015
tt0117765,gd0000003
tt0117765,gd0000013
tt0117765,gd0000006
tt0106701,gd0000003
tt0106701,gd0000010
tt0790636,gd0000016
tt0790636,gd0000006
tt1210166,gd0000016
tt1210166,gd0000006
tt1210166,gd0000011
tt2527336,gd0000001
tt2527336,gd0000005
tt2527336,gd0000009
tt0144084,gd0000013
tt0144084,gd0000006
tt0115736,gd0000013
tt0115736,gd0000004
tt0115736,gd0000002
tt0120689,gd0000013
tt0120689,gd0000006
tt0120689,gd0000009
tt1659337,gd0000006
tt1659337,gd0000004
tt0120347,gd0000001
tt0120347,gd0000005
tt0120347,gd0000002
tt0087884,gd0000006
tt0116629,gd0000001
tt0116629,gd0000005
tt0116629,gd0000008
tt0378194,gd0000001
tt0378194,gd0000013
tt0378194,gd0000002
tt0104940,gd0000003
tt0104940,gd0000006
tt0104940,gd0000010
tt0107438,gd0000003
tt0107438,gd0000010
tt0107438,gd0000004
tt0120663,gd0000006
tt0120663,gd0000015
tt0120663,gd0000002
tt1578873,gd0000006
tt1578873,gd0000015
tt1578873,gd0000004
tt3532216,gd0000001
tt3532216,gd0000016
tt3532216,gd0000003
tt0309987,gd0000006
tt0309987,gd0000004
tt0108160,gd0000003
tt0108160,gd0000006
tt0108160,gd0000004
tt1379182,gd0000006
tt1379182,gd0000002
tt3332064,gd0000005
tt3332064,gd0000010
tt3332064,gd0000009
tt0074958,gd0000006
tt0383534,gd0000006
tt0113855,gd0000001
tt0113855,gd0000005
tt0113855,gd0000009
tt0105156,gd0000006
tt0105156,gd0000002
tt0332379,gd0000003
tt0332379,gd0000010
tt0332379,gd0000018
tt0105275,gd0000013
tt0105275,gd0000006
tt0118617,gd0000019
tt0118617,gd0000005
tt0118617,gd0000006
tt1809398,gd0000016
tt1809398,gd0000006
tt1809398,gd0000011
tt6868216,gd0000003
tt6868216,gd0000013
tt6868216,gd0000015
tt2279339,gd0000003
tt2279339,gd0000009
tt2279339,gd0000004
tt0238380,gd0000001
tt0238380,gd0000006
tt0238380,gd0000008
tt0062622,gd0000005
tt0062622,gd0000008
tt0071562,gd0000013
tt0071562,gd0000006
tt0482571,gd0000006
tt0482571,gd0000015
tt0482571,gd0000008
tt0780504,gd0000013
tt0780504,gd0000006
tt2180411,gd0000005
tt2180411,gd0000003
tt2180411,gd0000006
tt1454468,gd0000006
tt1454468,gd0000008
tt1454468,gd0000002
tt0116287,gd0000006
tt0116287,gd0000002
tt0113627,gd0000006
tt0113627,gd0000004
tt4209788,gd0000016
tt4209788,gd0000006
tt0317219,gd0000019
tt0317219,gd0000003
tt0317219,gd0000010
tt0120863,gd0000006
tt0120863,gd0000014
tt0079944,gd0000006
tt0079944,gd0000008
tt0119488,gd0000013
tt0119488,gd0000006
tt0119488,gd0000015
tt0442933,gd0000019
tt0442933,gd0000001
tt0442933,gd0000005
tt0107120,gd0000003
tt0107120,gd0000010
tt0107120,gd0000009
tt0118998,gd0000003
tt0118998,gd0000010
tt0118998,gd0000009
tt0496806,gd0000013
tt0496806,gd0000002
tt1321511,gd0000001
tt1321511,gd0000006
tt1321511,gd0000015
tt1504320,gd0000016
tt1504320,gd0000006
tt1528100,gd0000001
tt1528100,gd0000005
tt1528100,gd0000006
tt0106856,gd0000013
tt0106856,gd0000006
tt0106856,gd0000002
tt1615065,gd0000013
tt1615065,gd0000006
tt1615065,gd0000002
tt0107211,gd0000006
tt0107211,gd0000004
tt0110478,gd0000001
tt0110478,gd0000005
tt0110478,gd0000003
tt0212346,gd0000001
tt0212346,gd0000003
tt0212346,gd0000013
tt2234155,gd0000003
tt0217505,gd0000013
tt0217505,gd0000006
tt0185937,gd0000012
tt0185937,gd0000015
tt0349683,gd0000001
tt0349683,gd0000005
tt0349683,gd0000006
tt0356910,gd0000001
tt0356910,gd0000003
tt0356910,gd0000013
tt0386588,gd0000003
tt0386588,gd0000004
tt0099871,gd0000006
tt0099871,gd0000012
tt0099871,gd0000015
tt0046268,gd0000005
tt0046268,gd0000006
tt0046268,gd0000002
tt0371724,gd0000005
tt0371724,gd0000003
tt0371724,gd0000008
tt0021749,gd0000003
tt0021749,gd0000006
tt0021749,gd0000004
tt0102685,gd0000001
tt0102685,gd0000013
tt0102685,gd0000002
tt0204946,gd0000003
tt0204946,gd0000004
tt0204946,gd0000011
tt5726616,gd0000006
tt5726616,gd0000004
tt0162222,gd0000005
tt0162222,gd0000006
tt0162222,gd0000004
tt0218967,gd0000003
tt0218967,gd0000006
tt0218967,gd0000009
tt4622512,gd0000016
tt4622512,gd0000003
tt4622512,gd0000006
tt0207201,gd0000003
tt0207201,gd0000009
tt0207201,gd0000004
tt1446192,gd0000019
tt1446192,gd0000005
tt1446192,gd0000010
tt0099141,gd0000001
tt0099141,gd0000003
tt1796960,gd0000013
tt1796960,gd0000006
tt1796960,gd0000015
tt0388419,gd0000003
tt0388419,gd0000010
tt0047296,gd0000013
tt0047296,gd0000006
tt0047296,gd0000002
tt0443706,gd0000013
tt0443706,gd0000006
tt0443706,gd0000017
tt0120888,gd0000003
tt0120888,gd0000018
tt0120888,gd0000004
tt0454945,gd0000003
tt0454945,gd0000004
tt0454945,gd0000011
tt0266915,gd0000001
tt0266915,gd0000003
tt0266915,gd0000013
tt3530002,gd0000005
tt3530002,gd0000003
tt3530002,gd0000009
tt0100405,gd0000003
tt0100405,gd0000004
tt0036775,gd0000013
tt0036775,gd0000006
tt0036775,gd0000021
tt0413267,gd0000019
tt0413267,gd0000005
tt0413267,gd0000003
tt0108333,gd0000001
tt0108333,gd0000005
tt0108333,gd0000003
tt0102492,gd0000003
tt0102492,gd0000006
tt0102492,gd0000010
tt0446029,gd0000001
tt0446029,gd0000003
tt0446029,gd0000004
tt0055630,gd0000001
tt0055630,gd0000006
tt0055630,gd0000002
tt0206634,gd0000006
tt0206634,gd0000008
tt0206634,gd0000002
tt0056172,gd0000005
tt0056172,gd0000016
tt0056172,gd0000006
tt0054215,gd0000012
tt0054215,gd0000015
tt0054215,gd0000002
tt0175142,gd0000003
tt0409459,gd0000001
tt0409459,gd0000006
tt0409459,gd0000015
tt0387808,gd0000005
tt0387808,gd0000003
tt0387808,gd0000008
tt0105665,gd0000006
tt0105665,gd0000012
tt0105665,gd0000015
tt0277434,gd0000001
tt0277434,gd0000006
